,Name,Spec,parx,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,BV,MV,BC,L,coords,pmra,pmdec,rv,Binary_Cut,MsEst,MsTrue,int_comp
398,HIP 29208,G0V,34.73428273706148,0.0,9.3,8.38,0.0,0.0,6.858,6.399,6.270000000000001,28.79,0.92,6.083791675609591,-2.290000000000001,0.39,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (92.39949036, 5.668787, 28.79)>",60.4,45.9,0.0,False,0.8641830469778584,0.8561009780765348,0.021982557373802378
399,HIP 29271,G6V,98.03921568627452,0.0,5.79,5.08,0.0,0.0,3.951,3.508,,10.2,0.71,5.036999141190412,-0.040000000000000036,0.91,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (92.55918121, -74.75252533, 10.2)>",121.8,-212.8,0.0,False,1.0225135560627345,1.0582868878757516,0.2887271106554433
400,HIP 29277,M3V,106.72358591248666,0.0,11.99,10.48,0.0,0.0,6.869,6.295,6.0600000000000005,9.37,1.51,10.621302045561109,0.1399999999999988,0.02,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (92.58180237, 82.11000061, 9.37)>",50.3,-1336.9,0.0,False,0.48098526361286004,0.483957387998601,0.015739733828871717
401,HIP 29295,M2V,173.91304347826085,0.0,9.64,8.15,0.0,0.0,5.104,4.393,4.140000000000001,5.75,1.49,9.351660776551848,1.1999999999999993,0.06,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (92.64459229, -21.86290741, 5.75)>",-137.0,-714.1,0.0,False,0.5535363727950207,0.5474920056627295,0.21436935697564158
402,HIP 29316 A,M3V,91.6590284142988,0.0,11.850000000000001,10.39,0.0,0.0,6.795,6.306,6.010000000000001,10.91,1.46,10.200876247058291,-0.19000000000000128,0.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (92.72819519, 10.32031822, 10.91)>",57.6,-926.7,0.0,False,0.5028738490770759,0.5196248191748051,0.01380542508083731
403,HIP 29432,G4V,42.553191489361694,0.0,7.5,6.86,0.0,0.0,5.701,5.385,5.300000000000001,23.5,0.64,5.004660688641319,-1.8500000000000005,0.9,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (93.00187683, 6.78368998, 23.5)>",196.4,-253.4,0.0,False,1.028044515205421,0.9756739719924513,0.11941981102006065
404,HIP 29525,G8V,55.710306406685234,0.0,7.08,6.42,0.0,0.0,5.253,5.01,4.85,17.95,0.66,5.149677735428311,-1.2699999999999996,0.79,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (93.30190277, 10.62786579, 17.95)>",78.1,-297.1,0.0,False,1.0035659162504778,0.9505644145739058,0.18928699301297222
405,HIP 29568,G5V,59.80861244019139,0.0,7.08,6.37,0.0,0.0,5.129,4.863,,16.72,0.71,5.253818634485013,-1.12,0.75,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (93.43885803, -23.86220741, 16.72)>",-47.1,110.9,0.0,False,0.9864922623384006,1.0468077060330767,0.20592095767483135
406,HIP 29650,F6V,48.03073967339097,0.0,5.63,5.2,0.0,0.0,4.008,3.827,,20.82,0.43,3.607596374127413,-1.5900000000000003,3.05,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (93.7122345, 19.15688896, 20.82)>",-95.8,-181.6,0.0,False,1.3125943968759646,1.3848703625789547,0.1607574556350931
407,HIP 29761,G5V,38.8651379712398,0.0,8.2,7.42,0.0,0.0,6.043,5.728,5.609999999999999,25.73,0.78,5.367801068948267,-2.05,0.69,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (94.01126099, 70.78265381, 25.73)>",-13.2,-443.1,0.0,False,0.9682740087436306,0.9044383600547209,0.07033496545001056
408,HIP 29800,F5V,51.94805194805195,0.0,5.46,5.03,0.0,0.0,4.469,4.204,,19.25,0.43,3.6078463307774022,-1.4200000000000004,3.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (94.11071014, 12.2717104, 19.25)>",83.1,186.3,0.0,False,1.3125344232034923,1.3206998647889594,0.1704686794078801
409,HIP 29810,K2V,44.80286738351254,0.0,10.49,9.38,0.0,0.0,7.358,6.877,6.750000000000001,22.32,1.11,7.636529048672295,-1.740000000000001,0.12,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (94.1648407, 25.20707893, 22.32)>",48.6,-418.5,0.0,False,0.6888777766177091,0.6770198385534733,0.01059345943614076
410,HIP 29860,G0V,51.94805194805195,0.0,6.3100000000000005,5.7,0.0,0.0,4.96,4.434,,19.25,0.61,4.277846330777402,-1.42,1.73,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (94.31770325, 5.09969616, 19.25)>",-189.4,171.2,0.0,False,1.164187862789244,1.2362198856960454,0.18584377160810917
411,HIP 30067,F8V,36.31082062454611,0.0,7.17,6.62,0.0,0.0,5.537,5.29,5.220000000000001,27.54,0.55,4.420180320395476,-2.2,1.52,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (94.91742706, 16.01328468, 27.54)>",-17.5,-14.3,0.0,False,1.1356424095864703,1.134909490159761,0.11384172016155002
412,HIP 30104,G3V,39.793076004775166,0.0,7.2700000000000005,6.61,0.0,0.0,5.495,5.249,5.1000000000000005,25.13,0.66,4.60903755703712,-2.0,1.29,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (95.02469635, -48.74044418, 25.13)>",235.1,-267.3,0.0,False,1.099232926619116,1.106842982417467,0.12459859234591776
413,HIP 30225,K2V,35.62522265764161,0.0,9.4,8.48,0.0,0.0,6.832,6.404,6.2700000000000005,28.07,0.92,6.238787936827805,-2.24,0.35,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (95.38796234, -22.21417236, 28.07)>",25.2,-240.2,0.0,False,0.8438104545629995,0.8408411483725764,0.01860938308791686
414,HIP 30314,G1V,42.052144659377625,0.0,7.140000000000001,6.53,0.0,0.0,5.433,5.156,5.04,23.78,0.61,4.648940748586636,-1.88,1.23,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (95.62897491, -60.21880722, 23.78)>",-11.2,64.2,0.0,False,1.0917470636225795,1.142255738000453,0.14216453957753786
415,HIP 30344,K0V,34.094783498124784,0.0,8.040000000000001,7.36,0.0,0.0,6.179,5.912,5.8100000000000005,29.33,0.68,5.02343968509724,-2.3400000000000007,0.88,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (95.74030304, -24.55604935, 29.33)>",-3.0,4.1,0.0,False,1.0248275697577174,0.9679516836313706,0.058262612678479896
416,HIP 30476,G5V,35.80379520229143,0.0,7.34,6.67,0.0,0.0,5.518,5.155,5.07,27.93,0.67,4.439645321494974,-2.2299999999999995,1.54,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (96.10171509, -42.8494072, 27.93)>",-77.4,777.6,0.0,False,1.1318136033711552,1.0987919032497406,0.10646258002831666
417,HIP 30503,G2V,45.703839122486286,0.0,7.0,6.37,0.0,0.0,5.219,4.962,4.87,21.88,0.63,4.669763411693034,-1.7000000000000002,1.21,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (96.18328857, -28.77981949, 21.88)>",-164.8,-120.7,0.0,False,1.0878687627275327,1.0994872285982558,0.1647246969106705
418,HIP 30630,K0V,67.88866259334691,0.0,7.739999999999999,6.77,0.0,0.0,5.209,4.545,,14.73,0.97,5.928986265786845,-0.8399999999999999,0.46,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (96.54301453, 18.75730324, 14.73)>",-119.3,-164.1,0.0,True,0.8852615718870918,0.9006632528766864,0.19181088757437298
419,HIP 30711,F8V,33.478406427854026,0.0,6.58,6.05,0.0,0.0,5.085,4.924,4.77,29.87,0.53,3.673823886979358,-2.3699999999999997,2.94,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (96.79782104, -25.85597229, 29.87)>",-171.5,-215.8,0.0,False,1.29683149713865,1.3679969973077635,0.11654214421334283
420,HIP 30862,G0V,40.68348250610252,0.0,7.760000000000001,7.15,0.0,0.0,5.927,5.63,5.57,24.58,0.61,5.197090607247824,-1.9500000000000002,0.76,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (97.19268036, 36.48051834, 24.58)>",-292.2,-220.0,0.0,False,0.995741204779709,0.9764930110781811,0.0939614532355562
421,HIP 30893,K2V,33.65870077415011,0.0,9.5,8.59,0.0,0.0,6.911,6.464,6.359999999999999,29.71,0.91,6.22548674098168,-2.3599999999999994,0.36,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (97.27370453, 27.00989342, 29.71)>",-247.3,-418.8,0.0,False,0.8455307399413665,0.8660894832626803,0.014725638874499333
422,HIP 30920,M4V,244.49877750611245,0.0,12.76,11.07,0.0,0.0,6.376,5.754,5.44,4.09,1.69,13.011383459963291,1.9399999999999995,0.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (97.34580994, -2.81247497, 4.09)>",694.7,-618.6,0.0,False,0.38793214936944237,0.3823850836420101,0.06159141925613581
423,HIP 31083,G4V,35.99712023038156,0.0,7.83,7.13,0.0,0.0,5.864,5.519,5.39,27.78,0.7,4.911338792992016,-2.21,1.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (97.83981323, 2.91126895, 27.78)>",-111.0,11.7,0.0,False,1.0442432501322758,1.0718977084940924,0.08009809872655717
424,HIP 31134,G8V,35.97122302158273,0.0,9.049999999999999,8.27,0.0,0.0,6.803,6.398,6.27,27.8,0.78,6.0497760204096185,-2.2199999999999998,0.39,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (97.98677063, -68.70877075, 27.8)>",-57.1,-450.4,0.0,False,0.8687510342867091,0.832910313183577,0.02527300180476733
425,HIP 31156,G8V,55.83472920156336,0.0,7.3100000000000005,6.91,0.0,0.0,6.085,5.964,5.88,17.91,0.4,5.644522070754842,-1.2599999999999998,0.47,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (98.07418823, 17.77954674, 17.91)>",37.2,30.8,0.0,True,0.9259982534177447,0.9457796240671913,0.14907545313784087
426,HIP 31292,M3V,115.2073732718894,0.0,12.45,11.01,0.0,0.0,7.41,6.85,6.56,8.68,1.44,11.31740137411754,0.3100000000000005,0.01,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (98.4480896, -75.62561035, 8.68)>",-308.8,256.5,0.0,False,0.44878714646167306,0.46334749889620513,0.010201896886209674
427,HIP 31293,M2V,110.86474501108647,0.0,11.8,10.31,0.0,0.0,6.725,6.146,5.86,9.02,1.49,10.533967312290292,0.22999999999999865,0.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (98.43325043, -75.63066864, 9.02)>",-290.4,278.5,0.0,False,0.4853724993686976,0.4598720820919595,0.023838110206182227
428,HIP 31592,K1III,50.632911392405056,0.0,5.01,3.95,0.0,0.0,2.173,1.679,1.5900000000000003,19.75,1.06,2.4721645001876045,-1.48,11.99,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (99.17082977, -19.25570869, 19.75)>",62.3,-69.9,0.0,False,1.627189706976344,1.6471866712771874,0.10500324578180648
429,HIP 31634 A,K0V,65.10416666666666,0.0,11.04,9.6,0.0,0.0,6.61,5.977,5.76,15.36,1.44,8.668043921522534,-0.9299999999999997,0.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (99.2961731, -50.03829575, 15.36)>",159.0,13.6,0.0,False,0.6015583770648798,0.582998672617553,0.02127642220113802
430,HIP 31635,M1V,102.56410256410255,0.0,11.1,9.59,0.0,0.0,6.674,6.031,5.82,9.75,1.51,9.644976921507316,0.0600000000000005,0.04,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (99.29694366, 17.56399536, 9.75)>",-775.5,331.8,0.0,False,0.5349917872963764,0.49967324688285325,0.039667105929614026
431,HIP 31660,G5V,37.14710252600297,0.0,7.55,6.83,0.0,0.0,5.561,5.277,5.18,26.92,0.72,4.679624722240304,-2.1500000000000004,1.25,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (99.39143372, 12.18124771, 26.92)>",-75.6,-284.7,0.0,False,1.0860387245244258,1.069849594768305,0.10159536053477564
432,HIP 31711 A,G2V,46.97040864255519,0.0,6.88,6.26,0.0,0.0,5.079,4.747,4.55,21.29,0.62,4.619121692808387,-1.6399999999999997,1.34,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (99.50177002, -61.53356552, 21.29)>",-50.1,72.7,0.0,True,1.0973344376899103,1.11868910078496,0.1730046135688099
433,HIP 31862,K7V,75.18796992481202,0.0,11.280000000000001,9.81,0.0,0.0,6.861,6.276,5.970000000000001,13.3,1.47,9.190741795164572,-0.620000000000001,0.06,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (99.90853119, -55.60970306, 13.3)>",-394.4,12.7,0.0,False,0.5642151362157491,0.5855491346983185,0.017727594648028384
434,HIP 32010,K2V,57.306590257879655,0.0,9.120000000000001,8.06,0.0,0.0,6.169,5.605,5.5,17.45,1.06,6.8510228435240075,-1.2100000000000009,0.23,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (100.31491852, 23.95838737, 17.45)>",206.0,-276.8,0.0,False,0.769969017406558,0.7629570567238958,0.07002128769632689
435,HIP 32322,F7V,36.84598378776713,0.0,6.949999999999999,6.43,0.0,0.0,5.398,5.126,5.05,27.14,0.52,4.261950783381408,-2.16,1.73,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (101.21648407, -27.34238052, 27.14)>",-6.2,293.9,0.0,False,1.1674365734095171,1.1776895588956693,0.1314470108759808
436,HIP 32349,A1V,380.22813688212926,0.0,-1.43,-1.44,0.0,0.0,-1.391,-1.391,-1.39,2.63,0.01,1.4602212575512108,2.9,30.48,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (101.2885437, -16.7131424, 2.63)>",-546.0,-1223.1,0.0,False,1.9949623788972024,1.978587138810791,0.12358552702281517
437,HIP 32362,F5IV,55.55555555555554,0.0,3.76,3.32,0.0,0.0,1.996,1.811,2.3,18.0,0.44,2.0436374744834698,-1.27,12.77,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (101.32263947, 12.89605522, 18.)>",-115.2,-190.9,0.0,False,1.7713310526968398,1.6866126393029364,0.11004732081116728
438,HIP 32366,F7V,41.01722723543888,0.0,6.41,5.92,0.0,0.0,4.986,4.806,4.66,24.38,0.49,3.984831493588185,-1.94,2.21,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (101.34616852, -31.79292107, 24.38)>",-204.9,-304.1,0.0,False,1.2261159667027215,1.217120132400183,0.14816388091220892
439,HIP 32423,K3V,38.10975609756097,0.0,9.77,8.81,0.0,0.0,7.021,6.524,6.42,26.24,0.96,6.715180846481887,-2.1000000000000005,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (101.52236176, 32.55543518, 26.24)>",-454.4,98.9,0.0,False,0.7854866382276903,0.8294811935893084,0.014169814509899396
440,HIP 32439,F8V,55.95970900951314,0.0,5.9399999999999995,5.43,0.0,0.0,4.512,4.262,4.14,17.87,0.51,4.169377237471778,-1.2599999999999998,1.87,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (101.56028748, 79.56627655, 17.87)>",-99.0,-603.6,0.0,False,1.1866049610898721,1.209127191350204,0.19490334104776938
441,HIP 32480,G0V,59.80861244019139,0.0,5.8,5.25,0.0,0.0,4.406,4.071,3.9299999999999997,16.72,0.55,4.133818634485012,-1.12,1.95,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (101.68474579, 43.57702637, 16.72)>",-0.3,165.5,0.0,False,1.1940819172068609,1.260430964417935,0.20297947304953837
442,HIP 32607,A7IV,33.783783783783775,0.0,3.45,3.23,0.0,0.0,2.766,2.607,2.61,29.6,0.22,0.8735414447053071,-2.35,36.4,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (102.04807281, -61.94197845, 29.6)>",-68.4,242.0,0.0,False,2.2570672627492203,2.1240416139058644,0.043316586682288945
443,HIP 32765,F5V,39.588281868566895,0.0,5.58,5.13,0.0,0.0,4.247,3.894,4.01,25.26,0.45,3.11783326890344,-2.01,4.8,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (102.47756958, -46.61547089, 25.26)>",-0.6,374.4,0.0,False,1.4374796429192096,1.51604201415349,0.12279973727793672
444,HIP 32769,M0V,60.13229104028863,0.0,9.8,8.59,0.0,0.0,6.335,5.729,5.609999999999999,16.63,1.21,7.4855387539024045,-1.0999999999999996,0.17,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (102.48635864, 60.33454514, 16.63)>",251.9,410.1,0.0,False,0.7033914628390157,0.6900216835309995,0.04234518942874162
445,HIP 32851,F2V,33.69272237196765,0.0,6.17,5.77,0.0,0.0,4.99,4.878,4.67,29.68,0.4,3.4076805169650526,-2.3599999999999994,3.68,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (102.70758057, -0.54042703, 29.68)>",22.1,-187.1,0.0,False,1.361757953993354,1.3235360466971802,0.11324177653188884
446,HIP 32919,K2V,53.87931034482759,0.0,10.21,8.98,0.0,0.0,6.651,6.048,5.9,18.56,1.23,7.637110140585785,-1.3400000000000007,0.15,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (102.88585663, 47.36950302, 18.56)>",-247.1,-692.8,0.0,False,0.6888228457267075,0.7151720348851914,0.025803193569106504
447,HIP 32971,G5V,33.6021505376344,0.0,8.129999999999999,7.43,0.0,0.0,6.116,5.725,5.63,29.76,0.7,5.061835365630794,-2.37,0.92,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (103.0100708, -11.20453644, 29.76)>",-57.1,13.9,0.0,False,1.0182941176901192,1.0855340186321674,0.05570608253460398
448,HIP 32984,K3V,114.81056257175658,0.0,7.66,6.58,0.0,0.0,5.013,4.294,,8.71,1.08,6.879909224961684,0.2999999999999998,0.24,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (103.07653809, -5.1737051, 8.71)>",-544.4,-3.3,0.0,False,0.7667296072995812,0.7908015257053368,0.2857908411267489
449,HIP 33094,G4V,38.624951718810344,0.0,6.75,6.04,0.0,0.0,4.798,4.565,,25.89,0.71,3.9743397478256393,-2.07,2.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (103.39064789, -28.53871918, 25.89)>",282.8,-441.9,0.0,False,1.228415567664308,1.1874267257449465,0.1384572527646585
450,HIP 33202 A,F0V,39.01677721420211,0.0,5.050000000000001,4.73,0.0,0.0,3.895,3.706,,25.63,0.32,2.68625696907878,-2.0400000000000005,6.95,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (103.66080475, 13.17801571, 25.63)>",70.2,-77.8,0.0,True,1.5608458859740777,1.453756854963588,0.10689810929697853
451,HIP 33212,F8V,33.433634236041456,0.0,7.41,6.84,0.0,0.0,5.776,5.516,5.46,29.91,0.57,4.46091793484341,-2.37,1.44,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (103.67853546, 24.24579239, 29.91)>",-37.3,-96.4,0.0,False,1.1276495234088437,1.2020089340911857,0.08871359349157916
452,HIP 33226,M3V,178.25311942959,0.0,11.47,9.89,0.0,0.0,6.104,5.526,5.2700000000000005,5.61,1.58,11.145185693719194,1.25,0.02,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (103.70610809, 33.26914597, 5.61)>",-729.3,-399.3,0.0,False,0.4563136501424041,0.4808229504400578,0.08418156155405634
453,HIP 33277,G0V,58.0046403712297,0.0,6.32,5.75,0.0,0.0,4.913,4.509,,17.24,0.57,4.56731369255653,-1.1900000000000004,1.32,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (103.82788086, 25.37563515, 17.24)>",-35.8,25.1,0.0,False,1.107136573534531,1.0454812393164803,0.20611488712262663
454,HIP 33302,F2V,33.795201081446436,0.0,5.03,4.66,0.0,0.0,4.144,3.872,,29.59,0.37,2.3042751741968353,-2.3600000000000003,10.0,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (103.90583038, -20.13659286, 29.59)>",51.4,39.8,0.0,True,1.6817925407782999,1.7864405949021294,0.08143074104138469
455,HIP 33373,K5V,40.65040650406503,0.0,10.23,9.11,0.0,0.0,7.026,6.445,6.35,24.6,1.12,7.155324464483104,-1.959999999999999,0.19,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (104.11679077, 40.07538986, 24.6)>",115.5,-436.7,0.0,False,0.7368691427758574,0.7473244658720773,0.010723228640751701
456,HIP 33428,M0V,54.466230936819166,0.0,11.04,9.68,0.0,0.0,7.097,6.437,6.279999999999999,18.36,1.36,8.360636615673883,-1.3200000000000003,0.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (104.26929474, 30.7570343, 18.36)>",82.4,-224.6,0.0,False,0.6255666375119102,0.5871712234031081,0.010323330232693915
457,HIP 33499 A,M4V,124.84394506866415,0.0,12.54,10.85,0.0,0.0,6.883,6.365,6.1,8.01,1.69,11.331837419578811,0.4800000000000004,0.02,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (104.44792175, -44.29109573, 8.01)>",-1102.2,-42.6,0.0,False,0.44816873145824143,0.4307448233573066,0.017985610458769417
458,HIP 33537,G5V,40.60089321965083,0.0,7.57,6.92,0.0,0.0,5.718,5.434,5.3,24.63,0.65,4.962677940804483,-1.96,0.94,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (104.54883575, 22.47564888, 24.63)>",47.9,98.5,0.0,False,1.0352878958333664,1.0103937585988383,0.10764944382048008
459,HIP 33560 A,K4V,46.08294930875576,0.0,10.3,9.14,0.0,0.0,6.903,6.368,6.19,21.7,1.16,7.457701330757352,-1.6800000000000006,0.17,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (104.60840607, -12.99146938, 21.7)>",54.9,-146.0,0.0,False,0.7061203617257272,0.6657925184369936,0.014774869653202315
460,HIP 33690,K1V,54.55537370430987,0.0,7.609999999999999,6.8,0.0,0.0,5.459,5.097,4.99,18.33,0.81,5.484187675188917,-1.3099999999999996,0.62,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (104.99938202, -61.33682632, 18.33)>",-161.2,264.5,0.0,False,0.9501626685022508,0.9495107409356199,0.15092777358808945
461,HIP 33719,G0V,34.53038674033149,0.0,6.8500000000000005,6.28,0.0,0.0,5.242,5.033,4.95,28.96,0.57,3.9710072123744533,-2.31,2.25,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (105.07543182, -5.36735678, 28.96)>",-115.8,80.3,0.0,False,1.2291472215621242,1.1603693021689363,0.12370731142079104
462,HIP 33817,K1V,68.25938566552901,0.0,7.58,6.69,0.0,0.0,5.152,4.845,4.620000000000001,14.65,0.89,5.860811876549359,-0.8300000000000001,0.47,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (105.30669403, -25.9488163, 14.65)>",206.6,40.9,0.0,False,0.8947835415909182,0.9532085008145788,0.19307197871186527
463,HIP 33848,K2V,35.31073446327683,0.0,9.020000000000001,8.14,0.0,0.0,6.647,6.222,6.15,28.32,0.88,5.879533754911344,-2.2600000000000007,0.45,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (105.39825439, 6.92677402, 28.32)>",-31.9,27.6,0.0,False,0.8921538164437971,0.8432530654046221,0.026946480499708936
464,HIP 33852,K3V,49.800796812749006,0.0,8.97,7.98,0.0,0.0,6.233,5.75,5.630000000000001,20.08,0.99,6.466181457635091,-1.5200000000000005,0.3,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (105.40878296, 48.37971878, 20.08)>",546.5,-430.9,0.0,False,0.8151887341861438,0.819765413608889,0.059091005696729815
465,HIP 33955,K4V,54.22993492407808,0.0,9.46,8.38,0.0,0.0,6.446,5.867,5.750000000000001,18.44,1.08,7.051195416411948,-1.330000000000001,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (105.67931366, -6.79846382, 18.44)>",-200.8,-313.4,0.0,False,0.7479441219186251,0.714182334979948,0.0449684878087534
466,HIP 34017,G4V,52.27391531625719,0.0,6.54,5.94,0.0,0.0,4.885,4.612,4.53,19.13,0.6,4.531425149863521,-1.4100000000000001,1.37,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (105.8764801, 29.33909225, 19.13)>",155.7,-828.0,0.0,False,1.1139978447450247,1.0824685198639123,0.1897081766336093
467,HIP 34052,K5V,57.40528128587829,0.0,9.889999999999999,8.69,0.0,0.0,6.451,5.831,5.719999999999999,17.42,1.2,7.484759246641778,-1.209999999999999,0.17,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (105.95957184, -43.56229401, 17.42)>",-75.4,401.3,0.0,False,0.7034676502103735,0.7476570989806406,0.036235544798130924
468,HIP 34065,G3V,60.53268765133171,0.0,6.18,5.56,0.0,0.0,4.405,3.99,4.109999999999999,16.52,0.62,4.469949785078183,-1.0899999999999999,1.45,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (105.98916626, -43.6089859, 16.52)>",-102.7,388.9,0.0,True,1.1258879323101967,1.0723199893015916,0.21123094369385573
